	alpha	beta	chi	delta	eta	gamma	kappa	lambda	mu	nu	omega	phi	rho	theta
30182-01-02-00	0.000895531421622	2.36140105255e-05	0.998961004627	2.7961912048e-09	4.08184725395e-06	9.98978715995e-05	6.00807981982e-14	2.59669032394e-10	9.9406818343e-15	9.37168752469e-08	3.18818505555e-12	7.34913239047e-06	1.31945558222e-20	8.42431391648e-06
80701-01-29-01	5.91401106999e-07	3.02982572029e-07	3.53704763263e-06	0.971691158123	5.91958656091e-06	0.028233560705	2.94736142849e-08	2.25495030037e-05	2.17677154982e-07	2.17718699158e-12	1.8381842108e-05	2.37460210185e-05	1.88244164279e-11	5.61640881054e-09
80701-01-29-01	6.32353056522e-07	6.52860309047e-07	2.58577281638e-06	0.974294965126	3.13448017076e-06	0.0256061276956	2.51095039591e-08	5.63029162401e-05	2.64677107768e-07	2.31651983082e-12	1.86399722767e-05	1.66622751467e-05	1.67311101899e-11	6.74305872774e-09
30703-01-12-00	0.00302008475248	0.0997152986279	9.02678086851e-08	0.136441265845	0.0272795324604	0.695963372145	0.00437484525128	0.00382470587455	0.00985302696194	1.98515191781e-09	0.00223911127658	8.46997710127e-06	0.0158072285574	0.00147296601736
70702-01-31-00	3.66918407083e-05	0.994295610957	1.22595549876e-11	3.03860145236e-07	0.000538707712317	0.00019082695237	0.000652209494966	6.09973381213e-05	0.00227214829025	4.4922849269e-10	3.8240470267e-07	1.2686876969e-09	0.000767835626262	0.00118428379325
30402-01-02-00	6.54756295242e-05	0.951642340714	3.4529509492e-10	3.21252176227e-06	0.00314182833329	1.05913332851e-05	7.52964021442e-06	4.01243522307e-06	2.84949534258e-07	3.18154968914e-10	1.71072949129e-07	3.07139451627e-09	1.27906273194e-05	0.0451117590077
30402-01-02-00	5.20671589176e-05	0.954845657675	1.59224187281e-10	9.54362747919e-07	0.00433760788962	3.46066844534e-06	4.64908237609e-06	1.42226924544e-06	1.17994009757e-07	2.74730287593e-10	3.8327846118e-08	1.46850349443e-09	1.47480504633e-05	0.040739274619
30402-01-02-00	5.84470425337e-05	0.90229440873	2.30006446692e-10	2.99637841506e-07	0.00724076133003	9.1786979535e-07	7.58979688653e-07	4.23064775903e-07	1.73866661905e-08	3.49798144897e-10	8.47845078557e-09	9.12420040381e-10	2.22798560185e-05	0.0903816761322
30402-01-02-00	0.000354579422271	0.691087441966	3.27964410625e-09	3.95086931777e-05	0.254841965881	8.26356379312e-05	8.39647197125e-05	1.78671606443e-06	1.36142956442e-06	1.45557127542e-09	4.17161973278e-07	6.08035981366e-08	0.000523191912363	0.052983080921
30402-01-02-00	0.00542097812831	0.738804506409	4.34576751677e-08	0.00697768465264	0.0630551712941	0.00514865323059	0.00143540701971	0.00175071610521	1.449358e-05	1.18391315206e-09	0.00225920369834	2.10593406557e-06	0.000911147517235	0.17421988779
30402-01-02-00	0.000167246865034	0.946192637058	4.5963898332e-09	0.000469838154464	0.0271726371323	0.000402514899092	0.000123130775656	1.57089027416e-05	6.59281191538e-06	9.53044463543e-10	3.56212862389e-06	8.8769955967e-08	7.27123003436e-05	0.0253733246523
30402-01-02-00	0.000401711649706	0.952918475619	5.32713250542e-09	0.00038919333083	0.0162343362676	0.000532378240351	0.000131775882335	4.03563905223e-05	6.20683739503e-06	1.4754237368e-09	4.4664345198e-06	1.206534879e-07	4.27314609515e-05	0.0292982404308
30402-01-02-00	0.00198329890158	0.906788522621	3.49635145904e-08	7.26500505546e-05	0.0625045374948	0.000161331155909	1.91356058815e-05	2.17922190824e-05	3.06719617725e-07	6.03013961381e-09	2.21870339963e-07	3.30360672566e-07	5.0828183829e-06	0.028442749189
30402-01-02-00	7.70451756398e-05	0.906716065388	5.78227706005e-10	8.98379241132e-06	0.0850920884464	1.56247269499e-05	1.23863648522e-05	3.03638739329e-07	6.45509430305e-07	1.25730888667e-09	5.29733636722e-09	8.9141723958e-09	0.00013165664686	0.00794518426318
70702-01-05-03	0.0184745227005	8.67669012357e-07	0.967794685865	2.52174783935e-11	0.000118753047003	2.69819021982e-06	5.94944835243e-13	1.04311092874e-10	1.76231570086e-16	2.95999419917e-07	2.65927655406e-10	4.39270956816e-05	1.09150572737e-19	0.013564249037
96701-01-07-01	1.54741957746e-05	1.24032086212e-06	0.986088932756	8.73625603384e-12	0.00693853763642	3.38168543373e-06	1.72244157956e-09	8.59857266915e-14	1.38241707807e-13	5.3351087868e-07	1.23285939244e-09	0.000113525600935	1.27439071977e-21	0.00683837132991
90105-09-04-00	0.00258483392345	3.3439354325e-06	0.997366896406	1.82193288738e-11	1.95941289949e-07	1.16907068775e-06	2.2651103553e-13	3.84941001751e-11	1.06142519575e-16	4.86490885182e-07	4.28815113366e-11	3.99403522096e-05	4.14734621447e-23	3.13378015257e-06
90105-09-04-00	0.00145716242512	4.88110506241e-06	0.998493770122	2.14556555146e-11	3.72655279433e-07	2.06454362244e-06	4.95662382919e-13	2.33080878722e-11	4.28372811761e-16	6.03445771465e-07	3.51605941443e-11	3.80658020652e-05	6.2036230428e-23	3.079820253e-06
90105-09-04-00	0.00125175687507	5.69658181084e-06	0.998703218306	2.03376793215e-11	3.09382570009e-07	2.28434613376e-06	4.93968603812e-13	2.24387999946e-11	5.24735111615e-16	5.81312369402e-07	3.43878312822e-11	3.35967382427e-05	5.47024277173e-23	2.55638013654e-06
90105-09-04-00	0.00248160185617	9.92847701638e-06	0.997453680057	3.66467931994e-11	3.42267636191e-07	3.09410894945e-06	7.76701197741e-13	4.80228242217e-11	7.44158881906e-16	9.19360420949e-07	4.64109030189e-11	4.74964124582e-05	1.08266495944e-22	2.93732834833e-06
90105-09-04-00	0.000864605156561	6.43861899743e-06	0.99910301157	1.32682216588e-11	1.51123439761e-07	1.86513332956e-06	2.58377647494e-13	1.75261736413e-11	3.81019081876e-16	5.10429190848e-07	2.03020217084e-11	2.1675448531e-05	2.03155760662e-23	1.74246847473e-06
90105-09-04-00	0.0019914355093	1.15370936612e-05	0.997960211055	2.40368967438e-11	2.0774808468e-07	1.60064688236e-06	3.66399201322e-13	3.22645183813e-11	2.47178780122e-16	7.05237084966e-07	3.47816660877e-11	3.13589090087e-05	4.61175753251e-23	2.94370947959e-06
40116-01-01-02	0.0422824282221	1.0582235773e-07	0.955066144149	2.49989558458e-11	1.57031953818e-06	7.42838776284e-07	9.67191581905e-14	1.62735287615e-10	1.00661718207e-16	3.19860925276e-06	6.67391296146e-10	0.000151763345417	1.50132475416e-19	0.00249404583798
40116-01-01-02	0.0212619379856	1.01100840004e-07	0.975892457051	1.98531648534e-11	1.94953538729e-06	5.86604543607e-07	8.61801997385e-14	7.57192447344e-11	9.28184013799e-17	2.7193290437e-06	4.4643589113e-10	0.000117820627192	8.24534793098e-20	0.00272242722388
40116-01-01-02	0.0185077766251	1.41393946143e-07	0.978189854104	2.52504672401e-11	2.98628333017e-06	6.77715611511e-07	1.26797988973e-13	6.08488717311e-11	1.49576441409e-16	3.46005637711e-06	3.88634263949e-10	0.000124479955676	1.09265640631e-19	0.00317062339129
40116-01-01-02	0.00522262845805	1.02167741673e-07	0.993361701208	1.58312795646e-11	1.42394791327e-06	2.26336100423e-07	2.5174329672e-14	1.4070148462e-11	2.61502219104e-17	1.97066244076e-06	6.8209390776e-11	6.08381561952e-05	7.52089969434e-21	0.0013511089655
40116-01-01-02	0.00441749773293	9.73951106872e-08	0.994059377005	2.31886072514e-11	2.09733838228e-06	2.48426352953e-07	3.30643009792e-14	1.15319591823e-11	3.2457257845e-17	2.14173540838e-06	6.143656822e-11	7.1508654136e-05	7.69865931584e-21	0.00144703161654
96701-01-41-00	0.0233699885639	0.000175161341106	0.000318197088195	0.537099833157	0.00158393032245	0.400171076033	2.70276941146e-06	0.0316929971688	1.03610963171e-06	1.07128322454e-08	3.47377347806e-05	0.00554578040962	4.520752343e-10	4.54813720444e-06
96701-01-41-00	0.0048578529427	3.04819073741e-05	0.000154814081939	0.606800580752	0.000231591914867	0.358271740192	2.00256702103e-06	0.026005232438	6.87758075849e-07	1.83005462334e-09	6.80002394914e-05	0.00357632443663	2.95661242708e-11	6.88909503817e-07
96701-01-41-00	0.00159091883818	3.61466006713e-06	8.122946737e-05	0.570177843351	3.03417367527e-05	0.3973327046	1.45966125311e-06	0.027766698576	4.57914700108e-07	3.50063044742e-10	0.000126592065781	0.00288806081049	1.97292213916e-12	7.79662482204e-08
96701-01-08-01	0.915752224906	1.1413395346e-05	0.084233792828	6.42241588819e-15	5.46989973461e-10	5.57739182688e-09	5.96988195056e-16	3.22984562969e-09	3.0764637681e-21	2.03023421656e-08	5.39157586499e-11	9.30998236517e-07	5.20966269979e-23	1.60816196704e-06
96701-01-08-01	0.810962935175	8.8885923784e-06	0.189025383215	1.14725716957e-14	3.08720829062e-10	7.84719110858e-09	6.54559050404e-16	4.93261763682e-09	1.67561934421e-21	1.36806149243e-08	1.52269975191e-10	1.64377414545e-06	5.38532033557e-24	1.12232178853e-06
92702-01-24-01	0.0141373425778	0.323056605703	2.20210475319e-10	2.88356195803e-05	0.221344864347	0.00632603398176	0.0371391858384	0.000269810756915	0.0160114823922	2.45521077975e-08	4.90134888325e-07	6.55870785788e-07	0.381430161791	0.000254506214456
92702-01-24-01	0.0108654355247	0.297937209748	1.18730297541e-10	1.54290101076e-05	0.148712197312	0.00472158758377	0.0247460068846	0.000227922594373	0.0189994943818	2.2183877485e-08	2.12887167422e-07	3.65336004981e-07	0.493603531615	0.000170584819122
92702-01-24-01	0.00721803350228	0.255844559854	9.08976209087e-11	1.14397612238e-05	0.136583774845	0.00396125492693	0.02360207943	0.000164832070487	0.020099081352	1.65735644295e-08	2.34921866318e-07	2.55560714983e-07	0.552306913776	0.000207523334927
92702-01-24-01	0.00514682841343	0.269382134497	6.80187416648e-11	9.81643720591e-06	0.127156700442	0.00395478831431	0.024769911732	0.000132795755951	0.0291386120639	1.60515606733e-08	1.63459919795e-07	1.93657043789e-07	0.540127127196	0.000180911911437
92702-01-24-01	0.0013164850962	0.260610873595	4.84030003699e-11	7.78787785123e-06	0.189353421746	0.00266766768633	0.0267771897986	2.58664185183e-05	0.0323524385314	9.32630021829e-09	1.21385268601e-07	9.73601371929e-08	0.486677800088	0.000210241042491
60701-01-31-00	0.00018881767696	0.00361804119017	0.0670621017694	0.000146164686813	0.395292447467	0.045583806425	1.20581967899e-08	3.99722696362e-08	7.93142542808e-08	5.3168447724e-08	1.00177335032e-06	3.10577995007e-05	1.23165230897e-09	0.488076375467
30402-01-03-00	0.000165578125086	8.84478597843e-11	0.00542233536392	0.176157252119	0.00020966175085	0.811083066975	7.30478488061e-10	1.65894070715e-06	5.69180573962e-09	4.00002138639e-11	1.04151460991e-06	0.00695939773189	5.47150549478e-12	9.22299322051e-10
94701-01-57-01	0.0330396864364	0.266377337125	1.0612481718e-07	1.2065226926e-06	0.518998030458	0.000103157039323	8.61277846137e-06	1.827556136e-06	5.1092459534e-07	2.0286495896e-07	3.30250449611e-08	6.68033280891e-07	0.00169537475438	0.179773246357
94701-01-57-01	0.0628253483145	0.318210574749	1.26266187645e-07	2.31999704755e-06	0.376590033917	0.000141250046264	1.38043106263e-05	6.26354425859e-06	4.86487330672e-07	2.00070729635e-07	1.20177127916e-07	1.09047717408e-06	0.00154489763308	0.24066348401
94701-01-57-01	0.0115811299924	0.438734215895	1.6672268605e-08	2.54025089868e-07	0.320689283862	1.68709952632e-05	3.09054193356e-06	5.62711282606e-07	2.4142341448e-07	1.03335989542e-07	6.9531829391e-09	9.38639540867e-08	0.00524192398634	0.223732205742
94701-01-57-01	0.0188555110508	0.676697418894	6.3899616826e-09	1.38725524427e-07	0.154001306584	8.71525870506e-06	1.40194812229e-06	9.43791933246e-07	1.70874272763e-07	1.32483300281e-07	1.78438427907e-09	4.80914232492e-08	0.0105138288971	0.139920375226
93701-01-34-00	0.010686016039	2.0537158583e-12	0.0247604339593	0.013721165309	0.447006888242	0.115190932702	1.1990174521e-08	1.5426246728e-08	6.0970728746e-12	1.3925519091e-10	8.90985374781e-09	0.388634526749	3.47324213192e-14	5.2705906027e-10
93701-01-34-00	0.00719178554403	1.37426422918e-12	0.0328976398046	0.0105459890634	0.401544611602	0.16597222244	1.09568749975e-08	1.10940697784e-08	9.57387740124e-12	1.21126151973e-10	8.55359391249e-09	0.38184772045	2.39710787348e-14	3.59278815941e-10
93701-01-34-00	0.00751882829754	8.38260934789e-13	0.0171194317475	0.010765919461	0.439186716875	0.145912481115	1.55510530563e-08	7.84557755106e-09	1.00643889322e-11	1.042494489e-10	5.89683072371e-09	0.379496592922	3.85290323718e-14	1.72941447703e-10
93701-01-34-00	0.0054668521097	2.08907082067e-13	0.00747123653172	0.0132820158329	0.366476587447	0.151408319371	3.54816386797e-08	5.42455793617e-09	1.10339456365e-11	4.32700329162e-11	1.02597745312e-08	0.455894937442	3.83272797414e-14	4.59911653603e-11
90105-05-03-00	7.52104886738e-08	1.33650756166e-07	0.00660450188507	8.55286976081e-09	0.00369137241795	6.38816455078e-06	1.14739947453e-08	8.42328084643e-13	4.17342232503e-11	1.23867102119e-09	0.000106973131397	6.90932816391e-06	5.29287179117e-15	0.989583624904
90105-05-03-00	5.87291827587e-08	1.41141419886e-07	0.00790190927791	8.5638298312e-09	0.00368456149554	4.84883888573e-06	8.79176367269e-09	6.04108554309e-13	2.48711906201e-11	1.17584243835e-09	8.26533122339e-05	6.74878237419e-06	2.41745619183e-15	0.988319059866
90105-05-03-00	1.24132490391e-07	1.84867705656e-07	0.00847527264004	1.40132985392e-08	0.00491065084998	7.98947400742e-06	1.6690058737e-08	1.26632651177e-12	4.62301687788e-11	1.75181747955e-09	0.00013792702932	1.101224019e-05	7.11476342029e-15	0.986456806264
40116-01-03-00	6.26767706945e-09	0.000137392393604	1.18066994022e-08	5.87692291553e-09	7.73956868468e-07	2.12660834093e-07	2.4574426889e-10	8.17134370521e-10	4.87790690832e-10	3.42128240147e-12	6.13530513199e-06	5.5458510202e-11	2.7775234858e-10	0.999855459845
40116-01-03-00	1.00396522849e-07	0.000830441347164	1.48166134756e-09	9.18444369535e-08	2.27365670273e-06	8.30621088633e-07	1.93951989586e-07	7.5512659042e-08	5.48560342059e-09	5.11949505038e-12	0.000403850484252	5.09773404877e-10	6.65939077774e-10	0.998762134037
60701-01-19-00	5.26377832308e-06	0.00584893001566	7.50627549963e-14	1.38278156012e-12	0.895124924706	2.55673481716e-09	3.56008131103e-08	4.07917629934e-13	7.23146048172e-09	2.37476077321e-10	1.20865185867e-16	1.70476505875e-12	0.0989640381709	5.67976992256e-05
60701-01-19-00	5.89005445318e-07	0.000799531974906	4.20037628403e-14	3.94860354528e-11	0.00868410066836	2.45311969129e-08	3.97556389012e-10	1.22140277119e-12	4.93457658439e-08	3.51377393627e-11	1.45813721784e-16	2.17050831409e-13	0.990505077082	1.06269190826e-05
60701-01-19-00	1.12377845276e-06	0.00573435866969	3.44845156003e-13	1.24701943767e-09	0.0281059441942	5.25165978077e-07	9.19920519876e-09	1.21693070525e-11	1.41528311402e-06	1.30274686373e-10	5.20514724118e-15	1.91136515693e-12	0.966110344846	4.62774719661e-05
60701-01-19-00	4.98014181662e-07	0.0121673058115	3.19400106801e-13	2.91695048547e-09	0.0353844446011	1.48342073535e-06	3.63587964483e-08	1.50884184898e-11	1.23569678359e-05	1.57794368583e-10	1.06263596255e-14	1.90443415682e-12	0.952366767481	6.71042526878e-05
90701-01-11-00	1.45300352084e-07	7.74605298232e-06	1.11969368861e-09	5.21279722638e-05	4.3090401373e-05	0.283911937985	0.151345401702	0.000140252223716	0.352630121623	2.3149003456e-13	0.211868454238	5.03964194294e-07	1.21351730421e-07	9.60656797822e-08
90701-01-11-00	1.19502105649e-07	7.74069887089e-06	3.90590588991e-09	1.46949631474e-05	4.6861060923e-05	0.403800419883	0.0496342931822	8.72302324944e-05	0.466604107819	4.14602703028e-13	0.0798038869914	4.50510631045e-07	5.18114690252e-08	1.39438224646e-07
90701-01-11-00	8.19269245806e-08	7.3813794199e-06	4.42972152192e-09	1.16782839042e-05	5.62306871271e-05	0.374410488192	0.0588035560398	5.53268873517e-05	0.445224222968	3.32615190814e-13	0.121430375059	3.99734263409e-07	4.06174884693e-08	2.13795190432e-07
90701-01-11-00	6.99001590347e-08	4.25087776054e-06	8.42859018347e-09	9.59923699115e-06	3.6249616784e-05	0.462920917418	0.033409900151	5.60430807655e-05	0.319078571319	2.55200524597e-13	0.184483720727	4.46351011442e-07	1.62596229517e-08	2.06633490399e-07
90701-01-11-00	9.08416590884e-08	7.10581546468e-06	6.68731939446e-09	1.02257853088e-05	7.86898628851e-05	0.368316664734	0.0682390985906	4.70834313984e-05	0.331375094398	3.3225017493e-13	0.23192498078	4.7653783621e-07	3.6888481851e-08	4.4564748532e-07
90701-01-11-00	8.97403903892e-08	4.47037694974e-06	7.01602512147e-09	8.86752949041e-06	4.78670025965e-05	0.30666719331	0.0482681176562	5.91105636704e-05	0.188648118268	2.07721885748e-13	0.456295223856	4.56954563489e-07	2.90442846524e-08	4.48681114687e-07
90701-01-11-00	1.00325216856e-07	4.50974285319e-06	3.60817287161e-09	1.24473231273e-05	3.22397603547e-05	0.304433222585	0.0633002290438	9.78078395612e-05	0.239748005197	1.82791599035e-13	0.392370749201	4.34905275073e-07	3.5417776611e-08	2.15051024785e-07
90701-01-11-00	4.90077306406e-08	7.53074307798e-06	2.57859469538e-09	9.89060654286e-06	5.07265508574e-05	0.274946633001	0.0676721536856	4.2635483888e-05	0.492357724345	2.03711644582e-13	0.164912110016	2.51154646942e-07	6.49171552536e-08	2.27910499863e-07
90701-01-11-00	6.69735592404e-08	3.54142414796e-06	2.59485430758e-11	3.97010878074e-05	7.36772638796e-06	0.0778080030195	0.385354665258	0.000213112810768	0.354155401105	3.91605852823e-14	0.182417783431	1.10593058671e-07	2.3292337353e-07	1.36212330478e-08
30703-01-07-00	0.000757906815356	3.39369749393e-13	0.00291982790175	0.579083335949	0.0196075188022	0.248917343572	2.41742723949e-09	6.88306596034e-08	7.84456187249e-11	1.21897449614e-11	2.52391227107e-08	0.14871397037	1.79628703462e-12	9.32476812711e-12
30703-01-07-00	0.000690253274124	2.1622788251e-13	0.00144564275985	0.643249069754	0.00618516463275	0.222616350951	2.72765831196e-09	1.49165936583e-07	6.49404692474e-11	6.42137289617e-12	4.46809765406e-08	0.125813321977	7.62888772172e-13	4.50631878914e-12
30703-01-07-00	0.000308352096145	4.69042983277e-14	0.00188494261237	0.581899456993	0.00169780551227	0.276796735954	1.86319431947e-09	1.3215853956e-07	3.81670452782e-11	2.28562519086e-12	9.69155753423e-08	0.137412475853	5.73516410004e-14	1.59628303128e-12
30703-01-07-00	0.000352493320034	6.26052506508e-14	0.00244843623081	0.51941142876	0.00531259044375	0.315338875877	2.00042384239e-09	4.90636697873e-08	6.4273202309e-11	5.08650308208e-12	3.01017631363e-08	0.157136094132	1.90816888316e-13	1.78751330315e-12
30703-01-07-00	0.000235285007805	8.38649730983e-14	0.00515648585108	0.427116186936	0.0033483563756	0.418263283799	1.5979286441e-09	6.41307149141e-08	6.79838214478e-11	4.42113347567e-12	6.71885111694e-08	0.145880269038	5.02156796264e-14	3.38491577174e-12
30703-01-07-00	0.000185545290868	2.01457147862e-13	0.00511119704328	0.449135115886	0.00941728920679	0.411367231685	2.77861801032e-09	3.05778402826e-08	1.30723681039e-10	6.80387306716e-12	5.10565840352e-08	0.124783536331	1.58520581576e-13	6.75889425011e-12
91701-01-54-00	3.14145115287e-06	6.44392593678e-05	0.989034435904	2.40228557891e-07	0.00915163317757	0.00136989771657	7.59797206051e-09	2.90460339481e-12	6.35405971734e-11	1.28246052946e-07	1.48939226108e-09	0.000121186665043	2.16978299325e-20	0.000254888198325
91701-01-54-00	2.50591054573e-06	7.37564549424e-05	0.974233832259	6.23975490508e-07	0.022666922071	0.0023389198265	2.02026002522e-08	3.65471284746e-12	2.01572289193e-10	1.28880508922e-07	3.78005245119e-09	0.000167587413693	8.45808371844e-20	0.000515699020977
91701-01-54-00	6.61406476687e-06	0.000112041061918	0.94697996305	1.95001376509e-06	0.0464584099034	0.00528255926406	6.66489047465e-08	1.33292865268e-11	6.80071902274e-10	2.32849771414e-07	9.33759900925e-09	0.000365591437643	5.31529255909e-19	0.000792561674817
91701-01-54-00	3.94087379543e-06	6.81775640448e-05	0.957359469878	1.40352132179e-06	0.0365345013699	0.00515319311892	3.64946713517e-08	9.7164806462e-12	6.95936388859e-10	1.81138411431e-07	5.38024976931e-09	0.000275485666658	3.3542126417e-19	0.000603604288183
