	alpha	beta	chi	delta	eta	gamma	kappa	lambda	mu	nu	omega	phi	rho	theta
50703-01-06-01	0.0160947276514	0.0117527591312	6.02588895952e-09	3.143912811e-08	0.808883286928	4.91312110609e-06	2.14982512225e-06	5.73498453387e-09	4.4165538685e-07	8.98720853582e-07	4.6798398466e-11	3.10967872343e-07	0.162394760872	0.000865707880124
50703-01-06-01	0.00892505427093	0.00931570344362	2.58353874953e-09	2.03381573426e-08	0.71097487851	2.81816455339e-06	1.45596077303e-06	2.72142355447e-09	4.10175137198e-07	6.40169415903e-07	1.81804729002e-11	1.52333080569e-07	0.27020458308	0.000574278230669
50703-01-06-01	0.00911094401776	0.0107427217997	2.59345826226e-09	3.87873710013e-08	0.772514252326	2.79169891747e-06	2.72349239554e-06	3.75212208882e-09	3.1426865698e-07	4.60635883073e-07	5.52833050802e-11	2.00089684658e-07	0.206859475442	0.000766071040535
40403-01-07-00	3.33125679872e-08	4.55717305673e-07	3.75824803616e-06	8.60245334668e-05	0.000324898571144	0.0776470846597	0.000968605591294	8.24136989974e-08	0.000626034358009	1.98723673122e-12	0.920325177841	8.47353756202e-06	1.40764840746e-09	9.36980651913e-06
40403-01-07-00	2.15321497801e-08	4.46975497204e-07	5.17405465095e-06	9.41229531815e-05	0.000428595962032	0.0836712352343	0.000964447164944	4.43331085104e-08	0.000677654218021	1.9343383238e-12	0.914139386017	8.60899123471e-06	1.11294841207e-09	1.02614493097e-05
40403-01-07-00	1.19036930428e-11	6.05235582099e-11	5.21894999225e-13	2.2432625135e-06	8.40716588912e-11	1.18069739516e-05	0.000162186011766	8.10389542185e-08	8.75876647881e-08	2.17554297411e-18	0.999823593428	1.46685122817e-09	1.61015509109e-15	7.3317988523e-11
40403-01-07-00	8.09024862436e-11	2.41022604922e-09	1.47231470783e-13	2.48637467683e-06	7.94924233062e-10	7.57893014143e-06	0.00152391855838	3.92811805592e-07	3.72468326995e-07	1.30023761041e-17	0.998465245115	1.16907638323e-09	1.5792132704e-13	1.28605796364e-09
40403-01-07-00	4.82002617529e-10	1.58069809995e-08	5.08856639801e-13	4.17469028653e-06	3.41870249573e-09	3.74326978689e-05	0.00422060867276	1.94353024267e-06	2.72930880543e-06	8.59192130971e-17	0.995733084048	3.12840218007e-09	1.04490924228e-12	4.21473646421e-09
40403-01-07-00	8.66330140594e-09	4.42269483472e-07	1.59489984489e-12	6.7585392469e-06	4.44846891523e-08	0.000170914282265	0.0296965634283	1.97652287722e-05	3.83253529794e-05	1.94255744699e-15	0.970067110475	1.12195905556e-08	4.194231167e-11	5.60126530966e-08
95701-01-03-00	0.0889184481758	0.782123988677	7.49092946852e-11	5.34600058724e-08	0.0980963611595	0.000166626627193	0.00114683979172	3.1705866136e-05	0.00021164737721	1.81963678849e-07	5.35751769004e-10	7.70706873652e-08	0.0289628556197	0.000341213600617
95701-01-03-00	0.15090765548	0.734356680351	8.76082009089e-11	1.06628523553e-07	0.0798586423593	0.000265542555707	0.0019757522508	9.58851605629e-05	0.000260567469155	1.66942242584e-07	1.82409564743e-09	1.31559392541e-07	0.0319187118824	0.000360155448895
95701-01-03-00	0.254144975771	0.638206512566	1.43803380567e-10	1.84495803982e-07	0.0790543340545	0.000466888551241	0.00263779731305	0.000222637558806	0.000334502830703	2.08838534334e-07	3.25593401111e-09	2.5762520759e-07	0.0246066874141	0.00032500958165
50703-01-48-00	0.0314040573854	3.0306918865e-05	0.877041170417	4.48671235566e-05	0.000126252842329	0.0540788964274	2.54730640909e-09	6.93457564042e-05	1.75959154733e-10	3.02508467105e-08	0.000662043420321	0.00145125810189	2.03078014551e-14	0.0350917686331
50703-01-48-00	0.0425128374605	3.34735794147e-05	0.843995377692	6.13432568168e-05	8.46173473911e-05	0.0528891268376	2.30379749866e-09	0.000152964373758	1.41854596013e-10	2.54611112084e-08	0.00165132457075	0.00147131227576	3.05293497007e-14	0.0571475946987
50703-01-48-00	0.02974782529	3.44139603086e-05	0.847802016805	0.000132735364277	6.09645997338e-05	0.0699171240533	2.70093469877e-09	0.000218777737702	1.9301303322e-10	1.91283192617e-08	0.00298229375442	0.00159354981897	2.33735014881e-14	0.0475102765938
50703-01-48-00	0.0197903168497	4.8321494688e-05	0.808303644124	0.000309340534301	7.9015208104e-05	0.0806992668935	4.2092874833e-09	0.000244064420698	2.91425956988e-10	1.52256682233e-08	0.00712935905524	0.00160922585155	4.20033652029e-14	0.0817874258414
40702-01-02-00	0.000765043890629	0.809754507186	2.39242067576e-09	5.01440615195e-05	0.000114101699427	0.00792353635102	0.108002443377	0.0236052648588	0.0123545893137	4.61049799624e-09	0.0304067647813	9.62872449574e-07	7.49747394443e-06	0.00701513713132
40702-01-02-00	0.0071606375093	0.91111549158	3.7809975177e-09	9.26460772599e-07	5.8138544955e-05	0.00102532238187	0.00368006448314	0.0136302867139	0.000458569424283	3.91920122438e-08	0.000795333278963	4.00106414993e-07	2.60851898945e-06	0.062072178024
40702-01-02-00	0.00370854330973	0.9408652965	1.67909784771e-09	3.01093611994e-09	4.55946937113e-05	2.87414719946e-06	1.59493432102e-06	1.48281857845e-05	3.36822520095e-07	1.94842493154e-07	1.81697462081e-08	1.14546395344e-08	5.78660222721e-07	0.0553601235894
40702-01-02-00	0.000249645097646	0.997313462701	4.26017699519e-11	3.87249477625e-15	0.00103321461489	3.0562837033e-12	2.58528858402e-13	5.43262538679e-14	1.59124674479e-13	3.11924060762e-06	3.61793565675e-20	1.96610758548e-12	5.39141240262e-06	0.00139516688571
40702-01-02-00	0.911532436699	0.0689735244473	0.012841580361	1.02438849914e-06	0.00239384296021	9.8665463954e-05	2.65290150561e-08	4.99621704062e-07	1.22554383382e-11	5.95342754975e-05	3.17985576688e-09	0.000723487666071	3.43033292914e-14	0.00337537439608
40702-01-02-00	1.81686596837e-05	0.999956691807	4.83373595934e-13	1.9378577215e-12	1.6665256497e-05	5.56023221542e-10	1.31838120541e-10	1.68679094195e-10	3.7270165198e-09	2.09049662792e-07	2.83221104641e-18	2.66900838036e-12	1.98574729177e-06	6.27489171534e-06
20186-03-02-02	0.000282146716329	0.0811382873335	7.00599438462e-08	3.45301491087e-05	0.000172940535162	4.89102903375e-05	4.59546360486e-07	7.31945735379e-05	3.48479132319e-09	9.73776635113e-11	0.000241330450813	4.02485746367e-08	5.93386066967e-08	0.918008027176
20186-03-02-02	0.000234453827353	0.0622795691442	2.40138942624e-07	5.27254162531e-05	0.000236077980061	6.35261774902e-05	1.14603284405e-07	2.9733918905e-05	2.53965103852e-09	1.56421249548e-10	0.000107528000346	5.18710460477e-08	7.8239202055e-08	0.936995897987
20186-03-02-02	0.000583456553349	0.0702012181835	4.75634025962e-08	7.32959258192e-05	6.86709949575e-05	0.00021422324496	2.13782107397e-06	0.000972129176218	2.11751759846e-08	5.69608171724e-11	0.00366345929479	6.01876585661e-08	1.27305480178e-07	0.924221152517
20186-03-02-02	0.00389693214093	0.126568275729	1.96357385362e-07	4.24762287927e-05	0.00014130609001	0.000117802046493	2.24525551292e-07	0.000669034099686	3.85352766309e-09	5.01178284742e-10	0.000155645540125	1.20617042177e-07	2.34182892975e-07	0.868407748087
20186-03-02-02	0.00739685281651	0.0685403259299	2.81298343749e-05	0.00476216109827	0.000374857744938	0.0189106873247	3.9214270997e-06	0.00806133157324	1.02356544107e-07	1.15917999093e-09	0.0361584969847	9.11433561527e-06	1.30952797172e-08	0.85575400432
20186-03-02-02	0.000859730963471	0.122262316904	2.16246385121e-07	0.000391950560619	0.000237170296156	0.0014782599654	1.61454485569e-05	0.00201755644792	1.4608726985e-07	1.259802391e-10	0.0144772635763	3.19591048578e-07	7.21788617933e-08	0.858258851608
40703-01-10-00	0.00389237638356	0.804311124403	1.76495558764e-08	2.20276281221e-05	0.00129485500701	0.000463365175692	0.00264310396344	0.000435854868734	5.92156810173e-05	6.13617483116e-08	0.000858663495075	1.48114496989e-06	2.51552351653e-05	0.185992698003
40703-01-10-00	0.0101230139342	0.79157678868	4.08475794788e-08	5.23661085923e-07	0.000312651530877	4.08982012835e-05	0.000110535652744	0.000139907488999	9.67655049026e-07	2.45186283944e-07	1.89786259836e-05	8.6037763386e-07	1.73166304489e-07	0.197674414991
40703-01-10-00	0.00109360415185	0.977343488508	3.52787577494e-09	3.12435817376e-10	0.00014446319315	2.50236161089e-08	1.75339801923e-08	1.87537105867e-08	4.77676908064e-10	7.22795796448e-07	1.62920400696e-11	4.57314273813e-09	2.24551686761e-08	0.0214176286771
40703-01-10-00	0.504467166376	0.468925150531	0.0102800795366	1.55154462278e-08	0.0085989167546	2.56095104597e-06	1.1597955586e-09	3.96207016208e-09	9.72012903074e-13	0.00048656116147	8.44358873573e-12	9.22611571899e-05	1.4685531534e-13	0.00714728288538
40703-01-10-00	0.155934002114	0.0235031805485	0.795036150895	3.28397155579e-06	0.0109662591894	0.00066654548819	1.35597512255e-07	2.93374218572e-08	3.17115189863e-11	0.00011599104252	4.82587013726e-08	0.00844248766233	4.49288445458e-16	0.00533188586253
40703-01-10-00	0.0139453141805	0.0211605541256	0.896804102597	4.06980525265e-05	0.0419449588149	0.00406750139728	1.12980027222e-06	1.91655211934e-08	9.65360318238e-10	5.28415474626e-05	3.27877202054e-07	0.0108268263553	8.7758881612e-16	0.011155725121
40703-01-10-00	2.45030655767e-06	0.99433209359	6.79271588765e-10	6.53081165218e-11	0.00478605553521	3.51810031906e-08	1.5562269421e-08	6.32977714134e-12	9.91830624361e-08	6.46450200637e-07	7.15315901196e-15	2.34211102707e-10	3.49384437571e-07	0.000878253821661
40703-01-10-00	1.51764641503e-05	0.981607494234	1.88207938209e-09	6.24636823663e-08	0.00470169692024	1.17716010703e-05	3.97438183737e-05	2.62876193401e-08	4.02364210123e-05	9.8125227321e-08	6.22328864919e-09	1.15784695067e-08	4.94685826665e-06	0.0135787271229
92702-01-30-00	4.46047874189e-06	0.00140775668928	0.985593410632	1.02431450997e-07	0.00922404098736	0.00124251768784	6.13175354445e-09	8.68279998589e-12	1.39778083336e-10	1.90828096353e-07	2.76957769853e-09	3.26502937843e-05	1.92717972257e-19	0.00249486092135
92702-01-30-00	8.08643915366e-06	0.0061721648293	0.954975439535	2.6842322986e-07	0.0332552237092	0.00192633180541	2.81095340594e-08	9.35500755825e-12	3.957464617e-10	4.80415878683e-07	2.89578099485e-09	5.3787839127e-05	7.94623269104e-19	0.00360818559357
92702-01-30-00	4.06174871454e-06	0.00580084960652	0.959944435207	1.18084528121e-07	0.0298785113652	0.00175322873445	2.33394454141e-08	3.57885197615e-12	4.71991731347e-10	4.21536260706e-07	1.55001028426e-09	3.39598110151e-05	3.96505111973e-19	0.00258438854165
92702-01-30-00	6.17602039704e-06	0.0183425540508	0.904963078407	1.77884608545e-07	0.0711699415269	0.002381467381	5.5361068992e-08	3.36654183734e-12	1.12773432961e-09	9.77757893102e-07	9.33022886157e-10	4.12486611845e-05	1.10452988569e-18	0.00309432088505
92702-01-30-00	5.78087139218e-06	0.0201052717326	0.894248216515	2.00583264975e-07	0.0798968570705	0.00298812887651	7.3906480389e-08	3.18577338632e-12	1.73178056905e-09	1.07382611898e-06	9.18694444007e-10	4.35886460057e-05	1.23271954975e-18	0.00271080531872
92702-01-30-00	5.57533651029e-06	0.0137228507647	0.926155845549	1.44529969282e-07	0.0555378733971	0.00288014132954	5.19692324866e-08	2.97692210228e-12	1.35885724957e-09	9.46541700436e-07	6.6906474922e-10	4.15987442431e-05	6.79419702652e-19	0.00165496980756
92702-01-30-00	1.56385932553e-05	0.0120036161158	0.932812880245	2.20819859669e-07	0.0507299132255	0.00306224206034	5.25014552805e-08	8.19504192076e-12	9.28756317884e-10	1.2782018426e-06	7.38700704533e-10	7.29192520881e-05	9.58445559384e-19	0.00130123730934
92702-01-30-00	1.32310538853e-05	0.0133002475239	0.912703060569	2.73604039902e-07	0.0693416409897	0.00264409416093	6.68594249759e-08	6.5196101066e-12	8.2043389553e-10	1.13396605987e-06	1.06330722293e-09	7.37323346576e-05	1.15576754407e-18	0.00192251704828
92702-01-30-00	2.26690791208e-05	0.0094522608994	0.943772826772	2.39475833484e-07	0.0427778278631	0.00229033053053	4.86404001063e-08	1.18192798008e-11	4.54266803201e-10	1.16164748635e-06	1.18607578384e-09	9.11866374155e-05	7.7557363509e-19	0.00159144680285
94701-01-43-00	0.00278343490197	0.508034303789	1.2360586118e-07	7.0979992437e-06	0.0060307936707	3.20962932564e-05	1.27305263348e-05	2.2413674853e-05	3.78330327635e-08	1.11668977487e-08	1.4737157154e-05	4.8327776351e-07	6.43363461744e-07	0.48306109274
94701-01-43-00	0.00510046518735	0.495630047401	3.03291702884e-07	0.000150688727923	0.00253026822033	0.000924520917256	0.000694672238481	0.000980257452098	9.86431317487e-07	6.6116501264e-09	0.00487621891959	3.99719627098e-06	1.22483332544e-07	0.489107444922
94701-01-43-00	0.00186679971404	0.674001271145	1.36719093745e-08	6.38356387988e-06	0.000105125439811	9.20434109618e-05	0.000357572184361	0.00180964073856	2.56180179958e-07	1.62545164933e-09	0.00167281767739	2.79348864414e-07	5.52980410388e-09	0.320087789769
94701-01-43-00	0.000161068646958	0.613204561969	1.2813465255e-09	9.33436958076e-09	0.000117255507029	6.28167040878e-07	2.00980183867e-06	1.44365969182e-06	5.57494159188e-09	2.33590821825e-09	2.28188772233e-07	2.82749468607e-09	5.19254012843e-09	0.386512777513
94701-01-43-00	0.000136446019483	0.98926614126	4.81053910303e-09	1.71306803146e-12	0.000100617615872	9.81961322726e-10	2.0046408599e-11	7.09605934231e-11	5.50133026918e-13	6.24906395316e-08	8.85572715719e-15	6.08435491305e-11	1.27145260815e-10	0.0104967265399
94701-01-43-00	0.254303641973	0.00475995559336	0.740139471513	7.75459783675e-09	0.000254570580492	4.56213676131e-05	1.47649042988e-10	1.39939251863e-08	1.13244344283e-14	2.5855887683e-06	4.08508543799e-10	0.000270232555351	3.58733221101e-19	0.000223898523831
94701-01-43-00	0.102157050338	0.113007990281	0.749619440369	1.14655327285e-06	0.0275801607729	0.00109127467118	5.70323187942e-08	2.38221356534e-08	1.07366291748e-11	1.45261462571e-05	6.95012378084e-09	0.0012590161497	7.04603386207e-17	0.00526930690336
94701-01-43-00	0.00597376494394	0.116244246338	0.709133122791	3.34595956678e-06	0.134405744339	0.00319672040263	2.66898848029e-07	5.10671164322e-09	2.80682509583e-10	7.38449201785e-06	3.0845644599e-08	0.000716703951563	3.68717591494e-16	0.0303186636509
80701-01-31-00	0.00422861208544	1.65801165531e-08	0.0348390499438	0.113616536859	0.124423632723	0.625644711519	4.68004463961e-07	7.47009320884e-07	8.31162671239e-09	2.11585391138e-09	9.27889500298e-06	0.0972366376043	1.40493091911e-11	2.98334375401e-07
80701-01-31-00	0.00232325131098	2.46343031517e-08	0.0325126183552	0.160308920495	0.111911699766	0.610185882929	6.01433523226e-07	7.53346899447e-07	1.02272446565e-08	1.65996331772e-09	1.26423285551e-05	0.0827432542872	7.62196019217e-12	3.39218728365e-07
80701-01-31-00	0.00224925715855	1.28679250469e-08	0.0357074317834	0.142494620204	0.0702702467204	0.660012685914	4.78175248699e-07	8.05068100405e-07	7.78573306584e-09	1.22269009421e-09	1.69261238429e-05	0.089247284419	4.23423439773e-12	2.42552600845e-07
80701-01-31-00	0.00402073934644	2.07009246112e-08	0.0193158400705	0.224699813701	0.0783320767116	0.578263744667	8.58593722362e-07	1.58056197809e-06	8.48084317254e-09	1.38646606995e-09	2.35780909026e-05	0.0953414519108	1.22646637716e-11	2.85764973827e-07
80701-01-31-00	0.00625398064987	2.43379935896e-08	0.022927987358	0.203432281637	0.0647995930215	0.59772032595	6.21405111571e-07	2.72812839496e-06	7.64688202858e-09	1.85258195969e-09	1.98276363547e-05	0.104842306491	1.25606245915e-11	3.13872007792e-07
80701-01-31-00	0.0062858625724	2.42920947165e-08	0.022171834507	0.180752106463	0.0700965813859	0.624133594977	6.56273843029e-07	2.25968421269e-06	8.54026805342e-09	1.87743602112e-09	2.07277539892e-05	0.0965359937866	1.73782080731e-11	3.4786878805e-07
80701-01-31-00	0.00464412433293	4.02544803726e-08	0.011424674902	0.316411682585	0.0618921978476	0.527666699328	1.16099736958e-06	2.93917716795e-06	1.13770478224e-08	1.49597421963e-09	2.88181868257e-05	0.0779273079336	2.15957592093e-11	3.41560648009e-07
80701-01-31-00	0.00418270006037	3.91164051189e-08	0.0155626035384	0.24291901456	0.0506408184598	0.614633802636	7.54729972117e-07	2.80212999959e-06	1.31876144686e-08	1.71210735918e-09	2.14876756889e-05	0.0720356394932	1.67427480925e-11	3.22683739061e-07
80701-01-31-00	0.00234555575296	3.97968542017e-08	0.0141665410092	0.295891910902	0.0512795019739	0.573348952	9.69137192898e-07	1.8569448511e-06	1.3351426658e-08	1.25906541317e-09	2.72001464102e-05	0.0629371222118	9.5965316841e-12	3.35504808737e-07
30184-01-01-000	4.01251930712e-08	7.95081770565e-12	0.999968264641	3.04033224321e-14	4.72619733079e-20	4.57737318087e-15	9.04988685262e-26	5.62087419329e-17	3.67781298318e-26	3.05524608382e-05	5.02807844887e-17	1.14276488059e-06	1.27991700545e-33	5.53971773455e-13
30184-01-01-000	7.7756143301e-08	6.93756328378e-12	0.999965190914	5.08587671097e-14	6.65680043394e-20	5.64798496165e-15	1.64047405881e-25	1.17214846192e-16	4.24169850207e-26	3.28896404344e-05	1.62256240061e-16	1.84168143281e-06	4.07633747352e-33	1.07344700124e-12
30184-01-01-000	4.76774629655e-08	5.66562957674e-12	0.99997120486	4.18537335251e-14	7.02592599602e-20	4.89112883829e-15	1.4077067267e-25	7.1117145598e-17	3.92508816378e-26	2.72155623521e-05	1.28597665002e-16	1.53189354274e-06	2.6206217236e-33	1.08125762928e-12
30184-01-01-000	9.25711279187e-08	9.44677921697e-12	0.999953840601	6.59060750674e-14	9.01632228587e-20	5.57821297671e-15	1.97972579357e-25	1.2631395515e-16	4.2500847162e-26	4.3849706021e-05	1.03745978962e-16	2.21711131725e-06	3.49294470265e-33	9.68504764568e-13
30184-01-01-000	1.19880121663e-07	1.45978602817e-11	0.999926636872	1.04580031161e-13	2.03082493781e-19	6.58862948409e-15	3.08151675779e-25	1.30582082641e-16	6.97150177623e-26	7.04576970382e-05	8.52737675149e-17	2.78553459859e-06	9.7638184337e-33	1.53117348871e-12
30184-01-01-000	4.26637163687e-08	1.42909867145e-11	0.999941268939	7.45400992532e-14	2.34547832628e-19	6.38796505017e-15	2.51795475653e-25	4.56674953309e-17	9.76793254583e-26	5.69701106678e-05	4.10407722829e-17	1.71827083858e-06	5.0262807361e-33	1.32664783106e-12
80701-01-05-00	0.000538924932194	0.0098476228752	7.50321862429e-05	2.28466866289e-05	6.62284778922e-06	8.87946651762e-05	8.89626742634e-10	8.64022158378e-05	4.22179074347e-11	7.82111735681e-10	0.000161366154561	5.10288246891e-07	6.61077812274e-12	0.989171875428
80701-01-05-00	0.00311967472993	0.0234754799319	2.93339661274e-07	7.77489749739e-05	1.44655350004e-05	0.000134384223954	4.64093569854e-06	0.0077063761523	1.52194263176e-09	1.13182062732e-10	0.065696241307	7.79482216131e-07	4.46676577548e-10	0.899769913306
80701-01-05-00	0.00086272467165	0.148973453465	5.24421921225e-08	2.32470723798e-05	1.2314426111e-05	5.36438119593e-05	4.37231506304e-06	0.0029844465454	4.3115374068e-09	1.50358512776e-10	0.00466607815118	1.19982560629e-07	5.00427016827e-10	0.842419542154
80701-01-05-00	0.000122357970888	0.281637931355	2.21990800868e-09	3.6602204843e-07	3.0978454481e-05	1.33141844153e-06	2.93039657849e-07	2.45903410659e-05	1.04856147857e-09	1.42368858733e-10	6.51924429398e-06	2.74517940724e-09	9.77009111351e-09	0.718175616228
80701-01-05-00	0.00024272884139	0.316494597101	1.18689527064e-09	3.21331326085e-09	0.00185799311333	4.7948450953e-08	1.34915425219e-08	4.23291077166e-08	9.21865591006e-11	1.72105024427e-09	1.13496532163e-09	5.78047864597e-10	1.26115356892e-06	0.681403308096
80701-01-05-00	0.00265794629249	0.0179737939578	0.0250219643104	7.53228534996e-05	0.000103723522718	0.00260056034101	2.75626209033e-09	5.29897137129e-05	1.35319321994e-10	2.07533315762e-08	9.56285437284e-05	2.56517878043e-05	4.96625417057e-14	0.951392395032
80701-01-05-00	0.0043250172932	0.17062288979	0.000509384977056	0.000731125517304	8.28349389688e-05	0.00265809574713	1.98023016946e-08	0.000812458869956	3.45639331108e-09	2.02866085635e-08	0.000146666494602	7.67352054915e-06	4.74206741276e-11	0.820103809258
80701-01-05-00	0.000185568456759	0.59674158119	2.37426269641e-08	5.80027610882e-06	9.19589028704e-05	4.79668810522e-06	1.26447861936e-07	2.58842387447e-05	1.70334755484e-09	6.3836529578e-10	2.92486950175e-06	1.42636411789e-08	1.61660866637e-08	0.402941302416
80701-01-05-00	0.000109780612991	0.620424130704	3.70435230956e-08	1.63881406704e-05	3.01208457966e-05	6.98961642423e-06	2.08924290304e-07	8.00941581765e-05	1.31271391997e-09	3.1535157927e-10	1.84140800156e-05	2.1529772706e-08	9.13444991715e-10	0.379313811803
40403-01-06-03	5.80802665972e-05	0.0461128033784	6.9823214815e-16	3.18104975864e-06	1.2192825618e-06	1.34589862709e-05	0.894877895588	0.0413048701406	0.0171847900513	3.03279412236e-11	1.17231177997e-05	3.9376596547e-09	0.000431899799092	7.4371988267e-08
40403-01-06-03	0.000365861096184	0.478510315494	6.35596257636e-15	9.50635434009e-06	9.53673857022e-07	1.86747422721e-05	0.178294319535	0.335513474	0.00710629018015	2.69388332591e-10	5.71073277263e-06	1.07906100799e-08	0.000174607110702	2.76021370544e-07
40403-01-06-03	0.000360268190377	0.229724525846	4.49205138268e-15	8.73960582251e-06	3.52326085485e-07	1.67588520688e-05	0.20008571682	0.564531300889	0.00519148513739	1.59968616024e-10	1.17124237265e-05	1.19872040372e-08	6.90009086399e-05	1.26854388073e-07
40403-01-06-03	0.000284469953648	0.0569399227824	1.09416186102e-15	2.82645007697e-06	1.68246212393e-07	1.17752488194e-05	0.374950196331	0.561297603864	0.00646885162967	7.08858282099e-11	7.18257389217e-06	9.52878719412e-09	3.69773365601e-05	1.59835964626e-08
40403-01-06-03	7.78970903014e-05	0.0370238735939	4.36616405896e-16	3.62775837381e-06	2.2614442443e-07	6.36817033089e-06	0.796484300542	0.161985124544	0.00438392329433	1.93692638674e-11	1.05071388496e-05	6.05348641452e-09	2.41372903121e-05	8.36092340721e-09
40403-01-06-03	5.45960006193e-06	0.00136060994337	9.64113252437e-17	8.73575191187e-07	1.07795495943e-07	3.45415179125e-06	0.987047320903	0.00873591995799	0.0028183124705	1.03823848216e-12	2.08823200414e-05	1.78277051384e-09	7.0562253042e-06	1.27320964516e-09
40403-01-06-03	1.22762093727e-05	0.00533279900898	2.98619137418e-16	1.33786712782e-06	5.37484251636e-07	8.76370418853e-06	0.977353649752	0.00830412630772	0.00894006147808	5.12804368722e-12	7.92300277791e-06	2.61033129576e-09	3.85168994358e-05	5.67058241782e-09
40403-01-06-03	4.38777065986e-05	0.0731938696667	1.7215094216e-15	6.7683907535e-06	3.53260368717e-06	2.24564917335e-05	0.886902891526	0.0162759593227	0.0230217205695	4.31652270677e-11	6.91844611987e-06	5.47065619722e-09	0.000521924299202	7.54630506653e-08
91701-01-79-01	0.0238633538708	7.96037278648e-05	0.976047942931	5.56460366932e-13	1.82618182537e-08	4.30796024815e-07	9.22396598205e-14	5.38596393862e-10	2.07688136645e-18	6.82702164223e-08	4.59650703715e-11	8.01145709337e-06	4.712593009e-25	5.70099499929e-07
91701-01-79-01	0.0141876723926	0.000105734868263	0.985698901751	5.07741182832e-13	2.84638784615e-08	3.80487889524e-07	1.13538559117e-13	2.70005581277e-10	2.35642804131e-18	6.3818266485e-08	4.16397637129e-11	6.39555753257e-06	4.41564617489e-25	8.22348164361e-07
91701-01-79-01	0.0139926955406	7.82583510995e-05	0.985922807288	2.96815270578e-13	1.4633066989e-08	3.2409127887e-07	7.1662581462e-14	3.18257513115e-10	1.59084214556e-18	4.80214509694e-08	5.08171463207e-11	5.12660346378e-06	2.66519768306e-25	7.25101702909e-07
91701-01-79-01	0.0271640357295	0.000191727380997	0.972634845295	7.39305591082e-13	2.44747537895e-08	4.25071241693e-07	1.55199223529e-13	5.61310437878e-10	2.43712781815e-18	8.37650679792e-08	6.78133827822e-11	7.99720019302e-06	7.38851824372e-25	8.60453394729e-07
70702-01-12-02	0.0945781940622	0.138167198466	1.93341249327e-11	2.4513520414e-05	0.0133265530379	0.0102458965993	0.612462554439	0.0383086556505	0.0378830567654	8.04565416604e-09	5.50303109579e-06	1.51227944731e-06	0.0549848117006	1.15423827979e-05
10258-01-07-00	2.05311649295e-07	0.994816300324	7.95020263887e-11	1.87307044097e-08	2.23219565047e-09	2.48019307875e-11	1.03450141429e-08	1.38513074862e-10	2.19702078782e-07	0.0051246263996	8.47426634032e-12	2.00757895854e-08	1.197752325e-08	5.8584650003e-05
10258-01-07-00	9.90584205268e-08	0.999522489845	1.29792467797e-12	1.5998698921e-07	2.5316441297e-10	8.56843648334e-11	8.31923762449e-07	5.46522251287e-09	1.07602522485e-05	0.000458019049698	5.53718378491e-10	1.08903389809e-08	7.98295947323e-08	7.54280440865e-06
10258-01-07-00	8.83334843798e-07	0.99812121013	1.24940270209e-12	1.05197402044e-05	1.24170530802e-10	6.16556722855e-09	9.69027711996e-05	3.98236072224e-06	0.00156434854025	0.000197246703991	6.12188112388e-07	1.51591155024e-07	2.02439473951e-06	2.11195362071e-06
10258-01-07-00	2.29348389082e-06	0.960307516425	9.30280253487e-12	0.00017894264891	3.76141542277e-10	1.17180340506e-07	0.000578156719388	1.55629496566e-05	0.0382124000158	0.000665930232832	8.59049932696e-06	1.46723041203e-06	2.70002638007e-05	2.02196524658e-06
10258-01-07-00	4.8551536727e-06	0.954214448647	5.71468616779e-12	5.92101945512e-05	8.0470373169e-10	9.06303135457e-08	0.00063989532782	1.35033780611e-05	0.0439693973031	0.000850526916903	5.92634889757e-06	1.063500331e-06	0.000237072897385	4.00889116896e-06
10258-01-07-00	1.86228819415e-06	0.984747911411	1.16323848649e-12	1.6477265619e-06	2.26404552573e-10	9.84976945876e-09	3.12931639974e-05	9.97808058315e-07	0.0130931377435	0.00203109180654	2.62868314029e-08	8.51808900235e-08	8.90803713869e-05	2.85613548948e-06
10258-01-07-00	8.62994849621e-06	0.973165907818	1.56929930912e-11	1.35710952869e-07	2.54379462661e-08	7.76138972589e-09	1.23375242531e-05	1.6668294308e-08	0.00355053244661	0.0222326285563	1.21326630643e-09	1.66661146331e-07	0.000974217164238	5.53930730645e-05
10258-01-07-00	3.46204542107e-06	0.985791593952	2.60637694532e-11	5.59351046777e-08	8.42543514656e-09	2.72194732222e-10	1.98596062063e-07	1.78018641557e-09	9.70848552328e-06	0.0141537612688	3.40894549341e-11	6.44945721609e-08	6.62691801014e-06	3.45177670103e-05
10258-01-07-00	7.69692206612e-07	0.998341438132	1.83751252899e-13	3.46948824888e-08	6.03552685664e-10	2.80893541651e-11	2.47817394751e-07	4.04549946554e-09	8.56067999554e-06	0.00162394960313	1.63162609281e-11	4.44457546652e-09	1.89676665223e-05	6.02257602742e-06
92702-01-29-00	0.00030936185088	0.000298636743159	0.999293425813	2.96528038146e-10	1.90076949818e-05	5.43157149476e-05	1.30059728898e-11	3.3377830859e-11	6.99578692158e-14	3.31859918935e-07	1.74906720026e-11	1.6017495626e-05	4.54637008507e-22	8.90246741179e-06
92702-01-29-00	0.000407751329322	0.000232857613932	0.999306370711	2.02071608996e-10	9.56803300976e-06	2.32238491927e-05	3.96597113975e-12	3.19012468829e-11	1.16099052526e-14	2.41968758174e-07	1.17756246574e-11	1.26412004385e-05	2.01577339435e-22	7.34504448947e-06
